target,feature,pearson_r,abs_r
band,sentence_count,0.060589044113722706,0.060589044113722706
band,body_prompt_overlap,0.05536496823157234,0.05536496823157234
band,body_conclusion_jaccard,-0.05018561715931605,0.05018561715931605
band,very_long_sentence_ratio,-0.04983438158791962,0.04983438158791962
band,run_on_sentence_ratio,-0.04983438158791962,0.04983438158791962
band,conclusion_signal,0.047093686411937785,0.047093686411937785
band,intro_prompt_overlap,0.04682741561774466,0.04682741561774466
band,conclusion_prompt_overlap,0.03436428602510432,0.03436428602510432
band,academic_word_ratio,0.03395424801388846,0.03395424801388846
band,num_large_lexical_chains,-0.028547737283907835,0.028547737283907835
band,additive_connective_count,0.02837862237679509,0.02837862237679509
band,causal_connective_count,0.02659781258775477,0.02659781258775477
band,simple_sva_error_per_100,-0.022969669409158747,0.022969669409158747
band,sentence_start_repetition_ratio,0.02245849161830197,0.02245849161830197
band,subordinator_ratio,-0.01767124807854982,0.01767124807854982
band,prompt_word_count,0.017564740164155854,0.017564740164155854
band,connective_per_sentence,-0.01493236031299261,0.01493236031299261
band,prompt_bigram_overlap,-0.006436408125984459,0.006436408125984459
band,avg_sentence_len,-0.00624045351790339,0.00624045351790339
band,temporal_connective_count,0.004984090590772654,0.004984090590772654
band,semicolon_colon_per_sentence,-0.00451217464008191,0.00451217464008191
band,intro_conclusion_jaccard,0.00046479113764795406,0.00046479113764795406
