band_level,ngram,n,count,doc_freq,doc_pct,count_per_doc,other_count_per_doc,distinctiveness_score
high_ge7,effects climate change,3,16,13,0.003919204100090443,0.00482363581549593,0.0,0.00482363581549593
high_ge7,increasing fuel prices,3,16,13,0.003919204100090443,0.00482363581549593,0.0,0.00482363581549593
high_ge7,sugar based drinks,3,16,4,0.0012059089538739825,0.00482363581549593,0.0,0.00482363581549593
high_ge7,plays pivotal role,3,16,16,0.00482363581549593,0.00482363581549593,0.0,0.00482363581549593
high_ge7,increasing price fuel,3,16,14,0.004220681338558939,0.00482363581549593,0.0,0.00482363581549593
high_ge7,reasons examined apparent,3,16,16,0.00482363581549593,0.00482363581549593,0.0,0.00482363581549593
high_ge7,play crucial role,3,39,39,0.01175761230027133,0.01175761230027133,0.006989515726410384,0.004768096573860945
high_ge7,example survey conducted,3,15,15,0.004522158577027435,0.004522158577027435,0.0,0.004522158577027435
high_ge7,playing computer games,3,37,22,0.006632499246306904,0.011154657823334338,0.007535961847817507,0.0036186959755168313
high_ge7,jobs require human,3,33,21,0.006331022007838408,0.009948748869460356,0.006374975476590117,0.0035737733928702395
high_ge7,artificially intelligent robots,3,47,36,0.010853180584865842,0.014169430208019295,0.010891833085471411,0.0032775971225478834
high_ge7,plays crucial role,3,23,23,0.006933976484775399,0.006933976484775399,0.0051645190120711264,0.0017694574727042727
high_ge7,face face interaction,3,29,24,0.007235453723243895,0.008742839915586373,0.006989515726410384,0.0017533241891759888
high_ge7,play vital role,3,38,38,0.011456135061802835,0.011456135061802835,0.009867458244595803,0.0015886768172070319
high_ge7,increasing cost fuel,3,28,22,0.006632499246306904,0.008441362677117878,0.007222792348145861,0.0012185703289720176
high_ge7,problem solving skills,3,23,22,0.006632499246306904,0.006933976484775399,0.005887523102798113,0.0010464533819772859
